"","NUTS_ID","y_a1","var_y","psi_y","sigma_sq","masc_stra","rmedio_pop","atk1"
"1","ITC11",0.162913276077795,0.000158899435359477,1423.51235336359,0.0643098973281911,-0.224290013019074,0.929293669918814,0.0624695981295997
"2","ITC12",0.0840101993950817,0.000566432101330304,218.103813334992,1.27589857975323,-0.0470346111351882,0.515721618134484,-1.65263761274438
"3","ITC15",0.212725631431523,0.00141843282081661,190.996367564142,0.309961123722865,0.0732563083320207,0.865538568636659,-0.932380345186264
"4","ITC16",0.146621500520138,0.000446824229097677,457.808784884888,0.234128833428299,0.0383609495600943,0.55541259427262,-0.368745450280125
"5","ITC17",0.234774539609295,0.00320582541121486,119.596141584075,0.567485666209308,0.0717841612026896,0.296459443085915,-0.508460537223381
"6","ITC18",0.184599059631732,0.00100712772670542,266.336041442381,0.30312288908965,-0.124847689522731,0.493858645841649,-0.829916518899314
"7","ITC20",0.143811317657188,0.000265276933482484,717.514625176771,0.145863993624128,-1.11844716010461,0.995306865008066,-0.451248957888223
"8","ITC31",0.216139688939401,0.00152336542468789,183.10337454624,0.321529449935849,-0.0932678220107195,-0.143099585854188,0.650977665290013
"9","ITC32",0.190791006445938,0.00156233758939352,159.954483167247,0.435768003156999,0.0715839950265183,0.581938907707088,0.169874041906125
"10","ITC33",0.168699921551876,0.000192157809466988,1157.14156063908,0.0715115496048719,-0.259638549202917,1.30241324443643,0.716973532641258
"11","ITC34",0.144516161657637,0.000679314042870378,352.01340830835,0.368996431272256,-0.363764235574127,0.614761108648939,-0.851918708683737
"12","ITC41",0.146401763278585,0.000260552420135666,731.679368559386,0.137035130376544,-0.460350216660083,0.806683757122806,-0.121162083127586
"13","ITC42",0.15980462384571,0.000585746661342977,412.176168741313,0.248391764677021,-0.271642219064199,0.741945434509675,0.803377141335159
"14","ITC44",0.392895501595708,0.0164157060222423,53.4177179612043,1.24157883394886,-0.601892653048714,0.3009340878462,-0.399712642894741
"15","ITC4C",0.221999953247401,0.00026815302353932,1169.60834201953,0.0534221590540441,0.255773602352205,2.19737143812059,2.6683207457755
"16","ITC46",0.166145723912335,0.000516243068302337,476.852335940322,0.199274855925132,0.511868194292034,0.749829938185297,-0.621368841865256
"17","ITC47",0.145229068786192,0.00021737991375069,899.020596113082,0.116639534312105,0.236896940662511,0.52238845532521,-0.354240456247885
"18","ITC48",0.177717204390409,0.00115867638648004,186.801546152364,0.381106523249014,0.144939989799246,0.768777610812677,-0.64542661655166
"19","ITC4A",0.0754919417196131,0.000757987212874925,127.811724011713,2.28857023160025,0.201536631317285,0.773715665426504,-1.55689079522598
"20","ITC4B",0.31358150439516,0.0106326298033434,31.7129621322526,1.09435619362629,0.348648601971155,0.502688876286747,-1.31272683498517
"21","ITH10",0.118692008944577,0.000189303739386223,866.106952831797,0.169764892575207,-0.218452275035763,1.76743266766108,1.87578134591769
"22","ITH20",0.159894767429796,0.000249392833163848,802.288114404554,0.105612762106388,-0.428501611752349,0.924109545174852,-0.521476521719971
"23","ITH31",0.125639514231374,0.000180773161018533,966.554787586546,0.139965143735627,0.0274436477391522,0.752694272604726,0.386981746438249
"24","ITH32",0.127138621172907,0.00018338184129493,994.076135927145,0.137728640324634,-0.0195964256660697,0.735279815787831,-0.593803188233488
"25","ITH33",0.2623250407882,0.0175185858527142,28.6040485341798,2.48153800419363,-1.1873370682683,0.900581667115961,-1.47519053087494
"26","ITH34",0.153705363959977,0.000450400542303745,473.958332875342,0.21004063625708,-0.057344321065606,0.710363424065416,-0.0926825382704614
"27","ITH35",0.124621236851833,0.000316192110738785,512.505385092436,0.249990263888527,-0.474413646026389,0.730992039121046,-0.730561636036597
"28","ITH36",0.149688382411901,0.000339754807533065,692.550234129674,0.169123221540838,-0.277265908628486,0.826230437684263,0.352583433387811
"29","ITH37",0.106146058226641,0.000443247376082882,314.124582370198,0.532685821240063,-0.752838229561466,0.173538030501883,-1.61036713584801
"30","ITH42",0.12593517841412,0.00018190671664724,950.490849013016,0.139995114825146,-0.837804156266111,0.809123387144072,-0.79996853588436
"31","ITH43",0.107816106243065,0.000895734034190772,179.998068489683,1.03300224547,0.985524924164723,0.785200212840025,-1.72053529221513
"32","ITH44",0.146077984753123,0.000345411067057618,619.289855957751,0.182668459711163,0.47726596137965,1.34163685320122,-0.377366135717041
"33","ITH51",0.180254378643853,0.00165030813161022,153.889732426189,0.525057068430334,0.11537310520442,1.04056955822056,-0.267430311701049
"34","ITH52",0.1779394258945,0.000646946415948747,449.97301979603,0.212166373035386,-0.0699648643276783,1.41358114832313,-0.0564143114638725
"35","ITH53",0.186036673716899,0.00077457599724358,340.679495170446,0.228976060832992,-0.0447404272918515,0.974692413013256,-0.84259954587536
"36","ITH54",0.153617330706323,0.000293526872513959,743.972147726009,0.137076558970535,-0.194955623577462,1.21416589879042,-0.495638088128246
"37","ITH55",0.129813829665738,0.000228240738334916,734.038638831839,0.162528677703541,-0.549059344958927,1.77686923877189,-0.230333517509378
"38","ITH56",0.153215799900569,0.0011220490782724,209.081899792878,0.527374604447327,-0.98907119018198,0.822662148551334,-0.819684781884456
